UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Net cash inflow from operating activities as a % of total income,Surplus/(deficit) as a % of total income,Net cash inflow from operating activities as a % of total income - Outlier,Surplus/(deficit) as a % of total income - Outlier,Outlying value
10007777,Royal College of Art,England,2015/16,London,0.13,0.069,False,False,False
10007777,Royal College of Art,England,2016/17,London,0.172,0.262,False,True,True
10007777,Royal College of Art,England,2017/18,London,0.243,0.117,False,False,False
10007777,Royal College of Art,England,2018/19,London,0.32299999999999995,0.239,True,False,True
10007777,Royal College of Art,England,2019/20,London,0.25,0.159,False,False,False
10007777,Royal College of Art,England,2020/21,London,0.207,0.16899999999999998,False,False,False
10007777,Royal College of Art,England,2021/22,London,0.206,0.162,False,False,False
10007777,Royal College of Art,England,2022/23,London,0.158,0.094,False,False,False
10007777,Royal College of Art,England,2023/24,London,0.081,0.046,False,False,False
10007778,Royal College of Music,England,2015/16,London,0.096,0.097,False,False,False
10007778,Royal College of Music,England,2016/17,London,0.098,0.3,False,True,True
10007778,Royal College of Music,England,2017/18,London,0.162,0.299,False,True,True
10007778,Royal College of Music,England,2018/19,London,0.054000000000000006,0.044,False,False,False
10007778,Royal College of Music,England,2019/20,London,-0.014,0.056,False,False,False
10007778,Royal College of Music,England,2020/21,London,0.049,0.073,False,False,False
10007778,Royal College of Music,England,2021/22,London,0.051,0.003,False,False,False
10007778,Royal College of Music,England,2022/23,London,-0.112,0.049,False,False,False
10007778,Royal College of Music,England,2023/24,London,-0.021,0.159,False,False,False
10007779,The Royal Veterinary College,England,2015/16,London,0.1,0.037000000000000005,False,False,False
10007779,The Royal Veterinary College,England,2016/17,London,0.12,0.08199999999999999,False,False,False
10007779,The Royal Veterinary College,England,2017/18,London,0.131,0.087,False,False,False
10007779,The Royal Veterinary College,England,2018/19,London,0.12,-0.071,False,False,False
10007779,The Royal Veterinary College,England,2019/20,London,0.123,0.172,False,False,False
10007779,The Royal Veterinary College,England,2020/21,London,0.099,0.08,False,False,False
10007779,The Royal Veterinary College,England,2021/22,London,0.086,-0.085,False,False,False
10007779,The Royal Veterinary College,England,2022/23,London,0.121,0.108,False,False,False
10007779,The Royal Veterinary College,England,2023/24,London,0.124,0.255,False,False,False
10007780,SOAS University of London,England,2015/16,London,0.035,0.031,False,False,False
10007780,SOAS University of London,England,2016/17,London,-0.001,0.005,False,False,False
10007780,SOAS University of London,England,2017/18,London,-0.001,-0.028,False,False,False
10007780,SOAS University of London,England,2018/19,London,-0.037000000000000005,-0.264,False,True,True
10007780,SOAS University of London,England,2019/20,London,-0.006999999999999999,0.091,False,False,False
10007780,SOAS University of London,England,2020/21,London,0.068,0.119,False,False,False
10007780,SOAS University of London,England,2021/22,London,0.155,-0.202,False,False,False
10007780,SOAS University of London,England,2022/23,London,0.077,0.128,False,False,False
10007780,SOAS University of London,England,2023/24,London,0.07400000000000001,0.327,False,True,True
10007782,"St George's, University of London",England,2015/16,London,0.068,0.039,False,False,False
10007782,"St George's, University of London",England,2016/17,London,0.043,-0.015,False,False,False
10007782,"St George's, University of London",England,2017/18,London,0.029,0.029,False,False,False
10007782,"St George's, University of London",England,2018/19,London,0.08199999999999999,-0.112,False,False,False
10007782,"St George's, University of London",England,2019/20,London,0.034,0.01,False,False,False
10007782,"St George's, University of London",England,2020/21,London,0.108,0.015,False,False,False
10007782,"St George's, University of London",England,2021/22,London,0.095,-0.098,False,False,False
10007782,"St George's, University of London",England,2022/23,London,0.048,0.018000000000000002,False,False,False
10007783,The University of Aberdeen,Scotland,2015/16,Scotland,0.08199999999999999,-0.02,False,False,False
10007783,The University of Aberdeen,Scotland,2016/17,Scotland,0.073,-0.031,False,False,False
10007783,The University of Aberdeen,Scotland,2017/18,Scotland,0.079,-0.034,False,False,False
10007783,The University of Aberdeen,Scotland,2018/19,Scotland,0.071,-0.193,False,False,False
10007783,The University of Aberdeen,Scotland,2019/20,Scotland,0.076,0.145,False,False,False
10007783,The University of Aberdeen,Scotland,2020/21,Scotland,0.151,0.03,False,False,False
10007783,The University of Aberdeen,Scotland,2021/22,Scotland,0.055,-0.202,False,False,False
10007783,The University of Aberdeen,Scotland,2022/23,Scotland,0.036000000000000004,0.035,False,False,False
10007783,The University of Aberdeen,Scotland,2023/24,Scotland,0.014,0.277,False,True,True
10007784,University College London,England,2015/16,London,0.083,0.091,False,False,False
10007784,University College London,England,2016/17,London,0.08199999999999999,0.054000000000000006,False,False,False
10007784,University College London,England,2017/18,London,0.109,0.092,False,False,False
10007784,University College London,England,2018/19,London,0.099,-0.124,False,False,False
10007784,University College London,England,2019/20,London,0.109,0.134,False,False,False
10007784,University College London,England,2020/21,London,0.162,0.062,False,False,False
10007784,University College London,England,2021/22,London,0.105,-0.135,False,False,False
10007784,University College London,England,2022/23,London,0.08,0.11,False,False,False
10007784,University College London,England,2023/24,London,0.032,0.268,False,True,True
10007785,The University of Bradford,England,2015/16,Yorkshire and The Humber,0.004,-0.023,False,False,False
10007785,The University of Bradford,England,2016/17,Yorkshire and The Humber,0.006999999999999999,-0.049,False,False,False
10007785,The University of Bradford,England,2017/18,Yorkshire and The Humber,-0.031,-0.11,False,False,False
10007785,The University of Bradford,England,2018/19,Yorkshire and The Humber,0.041,-0.191,False,False,False
10007785,The University of Bradford,England,2019/20,Yorkshire and The Humber,0.028,0.111,False,False,False
10007785,The University of Bradford,England,2020/21,Yorkshire and The Humber,0.119,0.012,False,False,False
10007785,The University of Bradford,England,2021/22,Yorkshire and The Humber,0.199,-0.154,False,False,False
10007785,The University of Bradford,England,2022/23,Yorkshire and The Humber,0.045,0.032,False,False,False
10007785,The University of Bradford,England,2023/24,Yorkshire and The Humber,-0.058,0.267,False,True,True
10007786,The University of Bristol,England,2015/16,South West,0.13,0.068,False,False,False
10007786,The University of Bristol,England,2016/17,South West,0.14300000000000002,0.078,False,False,False
10007786,The University of Bristol,England,2017/18,South West,0.111,0.011,False,False,False
10007786,The University of Bristol,England,2018/19,South West,0.07400000000000001,-0.098,False,False,False
10007786,The University of Bristol,England,2019/20,South West,0.073,0.117,False,False,False
10007786,The University of Bristol,England,2020/21,South West,0.127,0.085,False,False,False
10007786,The University of Bristol,England,2021/22,South West,0.115,-0.158,False,False,False
10007786,The University of Bristol,England,2022/23,South West,0.061,0.104,False,False,False
10007786,The University of Bristol,England,2023/24,South West,0.066,0.27,False,True,True
10007787,The University of Buckingham,England,2015/16,South East,0.322,0.201,True,False,True
10007787,The University of Buckingham,England,2016/17,South East,0.153,0.11,False,False,False
10007787,The University of Buckingham,England,2017/18,South East,0.111,0.097,False,False,False
10007787,The University of Buckingham,England,2021/22,South East,-0.021,0.07200000000000001,False,False,False
10007787,The University of Buckingham,England,2022/23,South East,0.078,-0.05,False,False,False
10007787,The University of Buckingham,England,2023/24,South East,0.051,0.117,False,False,False
10007787,The University of Buckingham,England,2024/25,South East,-0.069,-0.025,False,False,False
10007788,The University of Cambridge,England,2015/16,East of England,0.029,0.037000000000000005,False,False,False
10007788,The University of Cambridge,England,2016/17,East of England,0.042,0.034,False,False,False
10007788,The University of Cambridge,England,2017/18,East of England,0.04,0.027000000000000003,False,False,False
10007788,The University of Cambridge,England,2018/19,East of England,0.057,-0.053,False,False,False
10007788,The University of Cambridge,England,2019/20,East of England,0.059,0.051,False,False,False
10007788,The University of Cambridge,England,2020/21,East of England,0.055,0.048,False,False,False
10007788,The University of Cambridge,England,2021/22,East of England,0.053,-0.037000000000000005,False,False,False
10007788,The University of Cambridge,England,2022/23,East of England,0.01,0.08,False,False,False
10007788,The University of Cambridge,England,2023/24,East of England,-0.022,0.147,False,False,False
10007789,The University of East Anglia,England,2015/16,East of England,0.08800000000000001,0.009000000000000001,False,False,False
10007789,The University of East Anglia,England,2016/17,East of England,0.112,0.025,False,False,False
10007789,The University of East Anglia,England,2017/18,East of England,0.061,0.15,False,False,False
10007789,The University of East Anglia,England,2018/19,East of England,0.129,-0.172,False,False,False
10007789,The University of East Anglia,England,2019/20,East of England,0.04,0.075,False,False,False
10007789,The University of East Anglia,England,2020/21,East of England,0.092,0.013,False,False,False
10007789,The University of East Anglia,England,2021/22,East of England,0.043,-0.231,False,True,True
10007789,The University of East Anglia,England,2022/23,East of England,0.026,0.019,False,False,False
10007789,The University of East Anglia,England,2023/24,East of England,0.026,0.248,False,False,False
10007790,The University of Edinburgh,Scotland,2015/16,Scotland,0.095,0.071,False,False,False
10007790,The University of Edinburgh,Scotland,2016/17,Scotland,0.105,0.061,False,False,False
10007790,The University of Edinburgh,Scotland,2017/18,Scotland,0.056,0.028,False,False,False
10007790,The University of Edinburgh,Scotland,2018/19,Scotland,0.057,-0.122,False,False,False
10007790,The University of Edinburgh,Scotland,2019/20,Scotland,0.036000000000000004,0.17,False,False,False
10007790,The University of Edinburgh,Scotland,2020/21,Scotland,0.134,0.107,False,False,False
10007790,The University of Edinburgh,Scotland,2021/22,Scotland,0.092,-0.071,False,False,False
10007790,The University of Edinburgh,Scotland,2022/23,Scotland,0.045,0.114,False,False,False
10007790,The University of Edinburgh,Scotland,2023/24,Scotland,-0.014,0.263,False,True,True
10007791,The University of Essex,England,2015/16,East of England,0.113,0.027000000000000003,False,False,False
10007791,The University of Essex,England,2016/17,East of England,0.245,0.084,False,False,False
10007791,The University of Essex,England,2017/18,East of England,0.051,0.027000000000000003,False,False,False
10007791,The University of Essex,England,2018/19,East of England,-0.05,-0.145,False,False,False
10007791,The University of Essex,England,2019/20,East of England,0.057,0.156,False,False,False
10007791,The University of Essex,England,2020/21,East of England,0.116,-0.046,False,False,False
10007791,The University of Essex,England,2021/22,East of England,0.18600000000000005,-0.147,False,False,False
10007791,The University of Essex,England,2022/23,East of England,0.063,0.065,False,False,False
10007791,The University of Essex,England,2023/24,East of England,0.005,0.161,False,False,False
10007792,The University of Exeter,England,2015/16,South West,0.189,0.035,False,False,False
10007792,The University of Exeter,England,2016/17,South West,0.139,0.019,False,False,False
10007792,The University of Exeter,England,2017/18,South West,0.111,0.003,False,False,False
10007792,The University of Exeter,England,2018/19,South West,0.113,-0.17,False,False,False
10007792,The University of Exeter,England,2019/20,South West,0.09,0.142,False,False,False
10007792,The University of Exeter,England,2020/21,South West,0.138,-0.023,False,False,False
10007792,The University of Exeter,England,2021/22,South West,0.134,-0.168,False,False,False
10007792,The University of Exeter,England,2022/23,South West,0.095,0.046,False,False,False
10007792,The University of Exeter,England,2023/24,South West,0.113,0.277,False,True,True
10007793,University of South Wales,Wales,2015/16,Wales,0.14400000000000002,0.044,False,False,False
10007793,University of South Wales,Wales,2016/17,Wales,0.073,0.032,False,False,False
10007793,University of South Wales,Wales,2017/18,Wales,0.165,0.027000000000000003,False,False,False
10007793,University of South Wales,Wales,2018/19,Wales,0.133,0.028,False,False,False
10007793,University of South Wales,Wales,2019/20,Wales,0.115,-0.003,False,False,False
10007793,University of South Wales,Wales,2020/21,Wales,0.297,0.029,True,False,True
10007793,University of South Wales,Wales,2021/22,Wales,0.189,0.013,False,False,False
10007793,University of South Wales,Wales,2022/23,Wales,0.1,0.025,False,False,False
10007793,University of South Wales,Wales,2023/24,Wales,-0.004,-0.005,False,False,False
10007794,The University of Glasgow,Scotland,2015/16,Scotland,0.19,0.02,False,False,False
10007794,The University of Glasgow,Scotland,2016/17,Scotland,0.11,0.063,False,False,False
10007794,The University of Glasgow,Scotland,2017/18,Scotland,0.067,0.028,False,False,False
10007794,The University of Glasgow,Scotland,2018/19,Scotland,0.102,-0.101,False,False,False
10007794,The University of Glasgow,Scotland,2019/20,Scotland,0.115,0.14300000000000002,False,False,False
10007794,The University of Glasgow,Scotland,2020/21,Scotland,0.231,0.14400000000000002,False,False,False
10007794,The University of Glasgow,Scotland,2021/22,Scotland,0.158,-0.079,False,False,False
10007794,The University of Glasgow,Scotland,2022/23,Scotland,0.084,0.127,False,False,False
10007794,The University of Glasgow,Scotland,2023/24,Scotland,0.036000000000000004,0.309,False,True,True
10007795,The University of Leeds,England,2015/16,Yorkshire and The Humber,0.099,0.02,False,False,False
10007795,The University of Leeds,England,2016/17,Yorkshire and The Humber,0.122,0.017,False,False,False
10007795,The University of Leeds,England,2017/18,Yorkshire and The Humber,0.094,0.014,False,False,False
10007795,The University of Leeds,England,2018/19,Yorkshire and The Humber,0.135,-0.124,False,False,False
10007795,The University of Leeds,England,2019/20,Yorkshire and The Humber,0.116,0.141,False,False,False
10007795,The University of Leeds,England,2020/21,Yorkshire and The Humber,0.183,-0.014,False,False,False
10007795,The University of Leeds,England,2021/22,Yorkshire and The Humber,0.112,-0.128,False,False,False
10007795,The University of Leeds,England,2022/23,Yorkshire and The Humber,0.037000000000000005,0.07400000000000001,False,False,False
10007795,The University of Leeds,England,2023/24,Yorkshire and The Humber,0.039,0.284,False,True,True
10007796,The University of Leicester,England,2015/16,East Midlands,0.08199999999999999,0.005,False,False,False
10007796,The University of Leicester,England,2016/17,East Midlands,0.03,0.017,False,False,False
10007796,The University of Leicester,England,2017/18,East Midlands,0.055,0.006,False,False,False
10007796,The University of Leicester,England,2018/19,East Midlands,0.038,-0.146,False,False,False
10007796,The University of Leicester,England,2019/20,East Midlands,0.081,0.1,False,False,False
10007796,The University of Leicester,England,2020/21,East Midlands,0.111,0.024,False,False,False
10007796,The University of Leicester,England,2021/22,East Midlands,0.123,-0.175,False,False,False
10007796,The University of Leicester,England,2022/23,East Midlands,0.061,0.03,False,False,False
10007796,The University of Leicester,England,2023/24,East Midlands,0.059,0.224,False,False,False
10007797,University of London (Institutes and activities),England,2015/16,London,0.017,-0.024,False,False,False
10007797,University of London (Institutes and activities),England,2016/17,London,0.166,-0.003,False,False,False
10007797,University of London (Institutes and activities),England,2017/18,London,0.022,0.013,False,False,False
10007797,University of London (Institutes and activities),England,2018/19,London,0.013,-0.123,False,False,False
10007797,University of London (Institutes and activities),England,2019/20,London,-0.032,-0.048,False,False,False
10007797,University of London (Institutes and activities),England,2020/21,London,-0.011,-0.038,False,False,False
10007797,University of London (Institutes and activities),England,2021/22,London,-0.012,-0.138,False,False,False
10007797,University of London (Institutes and activities),England,2022/23,London,0.019,0.059,False,False,False
10007797,University of London (Institutes and activities),England,2023/24,London,-0.006,0.147,False,False,False
10007798,The University of Manchester,England,2015/16,North West,0.111,0.045,False,False,False
10007798,The University of Manchester,England,2016/17,North West,0.093,0.028,False,False,False
10007798,The University of Manchester,England,2017/18,North West,0.087,0.028,False,False,False
10007798,The University of Manchester,England,2018/19,North West,0.042,-0.087,False,False,False
10007798,The University of Manchester,England,2019/20,North West,0.076,0.112,False,False,False
10007798,The University of Manchester,England,2020/21,North West,0.19,0.056,False,False,False
10007798,The University of Manchester,England,2021/22,North West,0.136,-0.08199999999999999,False,False,False
10007798,The University of Manchester,England,2022/23,North West,0.066,0.079,False,False,False
10007798,The University of Manchester,England,2023/24,North West,0.065,0.25,False,False,False
10007799,Newcastle University,England,2015/16,North East,0.113,0.042,False,False,False
10007799,Newcastle University,England,2016/17,North East,0.08900000000000001,0.039,False,False,False
10007799,Newcastle University,England,2017/18,North East,0.079,0.023,False,False,False
10007799,Newcastle University,England,2018/19,North East,0.094,-0.09,False,False,False
10007799,Newcastle University,England,2019/20,North East,0.08900000000000001,0.107,False,False,False
10007799,Newcastle University,England,2020/21,North East,0.168,0.011,False,False,False
10007799,Newcastle University,England,2021/22,North East,0.07400000000000001,-0.145,False,False,False
10007799,Newcastle University,England,2022/23,North East,0.071,0.058,False,False,False
10007799,Newcastle University,England,2023/24,North East,0.006,0.223,False,False,False
10007800,The University of the West of Scotland,Scotland,2015/16,Scotland,0.037000000000000005,-0.037000000000000005,False,False,False
10007800,The University of the West of Scotland,Scotland,2016/17,Scotland,0.07400000000000001,-0.01,False,False,False
10007800,The University of the West of Scotland,Scotland,2017/18,Scotland,0.098,-0.03,False,False,False
10007800,The University of the West of Scotland,Scotland,2018/19,Scotland,0.114,-0.07,False,False,False
10007800,The University of the West of Scotland,Scotland,2019/20,Scotland,0.14,-0.018000000000000002,False,False,False
10007800,The University of the West of Scotland,Scotland,2020/21,Scotland,0.233,0.013,False,False,False
10007800,The University of the West of Scotland,Scotland,2021/22,Scotland,0.233,0.069,False,False,False
10007800,The University of the West of Scotland,Scotland,2022/23,Scotland,0.159,0.006,False,False,False
10007800,The University of the West of Scotland,Scotland,2023/24,Scotland,-0.06,-0.091,False,False,False
10007801,University of Plymouth,England,2015/16,South West,0.139,0.029,False,False,False
10007801,University of Plymouth,England,2016/17,South West,0.117,0.012,False,False,False
10007801,University of Plymouth,England,2017/18,South West,0.114,0.012,False,False,False
10007801,University of Plymouth,England,2018/19,South West,0.109,-0.055,False,False,False
10007801,University of Plymouth,England,2019/20,South West,0.151,0.016,False,False,False
10007801,University of Plymouth,England,2020/21,South West,0.16899999999999998,0.032,False,False,False
10007801,University of Plymouth,England,2021/22,South West,0.156,-0.001,False,False,False
10007801,University of Plymouth,England,2022/23,South West,0.115,0.051,False,False,False
10007801,University of Plymouth,England,2023/24,South West,0.098,0.086,False,False,False
10007802,The University of Reading,England,2015/16,South East,0.048,0.162,False,False,False
10007802,The University of Reading,England,2016/17,South East,0.113,-0.042,False,False,False
10007802,The University of Reading,England,2017/18,South East,0.056,-0.1,False,False,False
10007802,The University of Reading,England,2018/19,South East,0.079,-0.217,False,False,False
10007802,The University of Reading,England,2019/20,South East,-0.014,0.098,False,False,False
10007802,The University of Reading,England,2020/21,South East,0.059,-0.017,False,False,False
10007802,The University of Reading,England,2021/22,South East,0.033,-0.28300000000000003,False,True,True
10007802,The University of Reading,England,2022/23,South East,0.006,-0.021,False,False,False
10007802,The University of Reading,England,2023/24,South East,-0.006999999999999999,0.235,False,False,False
10007803,The University of St. Andrews,Scotland,2015/16,Scotland,0.101,0.039,False,False,False
10007803,The University of St. Andrews,Scotland,2016/17,Scotland,0.08900000000000001,0.051,False,False,False
10007803,The University of St. Andrews,Scotland,2017/18,Scotland,0.087,0.094,False,False,False
10007803,The University of St. Andrews,Scotland,2018/19,Scotland,0.106,-0.106,False,False,False
10007803,The University of St. Andrews,Scotland,2019/20,Scotland,0.07400000000000001,0.119,False,False,False
10007803,The University of St. Andrews,Scotland,2020/21,Scotland,0.14,0.14,False,False,False
10007803,The University of St. Andrews,Scotland,2021/22,Scotland,0.091,-0.079,False,False,False
10007803,The University of St. Andrews,Scotland,2022/23,Scotland,0.008,0.068,False,False,False
10007803,The University of St. Andrews,Scotland,2023/24,Scotland,0.02,0.206,False,False,False
10007804,The University of Stirling,Scotland,2015/16,Scotland,0.025,-0.022,False,False,False
10007804,The University of Stirling,Scotland,2016/17,Scotland,0.067,0.0,False,False,False
10007804,The University of Stirling,Scotland,2017/18,Scotland,0.08199999999999999,-0.008,False,False,False
10007804,The University of Stirling,Scotland,2018/19,Scotland,0.052000000000000005,-0.253,False,True,True
10007804,The University of Stirling,Scotland,2019/20,Scotland,0.077,0.104,False,False,False
10007804,The University of Stirling,Scotland,2020/21,Scotland,0.236,0.093,False,False,False
10007804,The University of Stirling,Scotland,2021/22,Scotland,0.165,-0.086,False,False,False
10007804,The University of Stirling,Scotland,2022/23,Scotland,0.058,0.109,False,False,False
10007804,The University of Stirling,Scotland,2023/24,Scotland,0.06,0.312,False,True,True
10007805,The University of Strathclyde,Scotland,2015/16,Scotland,0.075,0.025,False,False,False
10007805,The University of Strathclyde,Scotland,2016/17,Scotland,0.117,0.014,False,False,False
10007805,The University of Strathclyde,Scotland,2017/18,Scotland,0.056,0.001,False,False,False
10007805,The University of Strathclyde,Scotland,2018/19,Scotland,0.099,-0.204,False,False,False
10007805,The University of Strathclyde,Scotland,2019/20,Scotland,0.09,0.108,False,False,False
10007805,The University of Strathclyde,Scotland,2020/21,Scotland,0.078,-0.028,False,False,False
10007805,The University of Strathclyde,Scotland,2021/22,Scotland,0.101,-0.342,False,True,True
10007805,The University of Strathclyde,Scotland,2022/23,Scotland,0.016,0.175,False,False,False
10007805,The University of Strathclyde,Scotland,2023/24,Scotland,-0.02,0.35700000000000004,False,True,True
10007806,The University of Sussex,England,2015/16,South East,0.107,0.062,False,False,False
10007806,The University of Sussex,England,2016/17,South East,0.13699999999999998,0.057,False,False,False
10007806,The University of Sussex,England,2017/18,South East,0.09,0.012,False,False,False
10007806,The University of Sussex,England,2018/19,South East,0.134,-0.063,False,False,False
10007806,The University of Sussex,England,2019/20,South East,0.195,0.119,False,False,False
10007806,The University of Sussex,England,2020/21,South East,0.131,0.067,False,False,False
10007806,The University of Sussex,England,2021/22,South East,0.165,-0.09,False,False,False
10007806,The University of Sussex,England,2022/23,South East,0.093,0.096,False,False,False
10007806,The University of Sussex,England,2023/24,South East,0.064,0.236,False,False,False
10007807,Ulster University,Northern Ireland,2015/16,Northern Ireland,0.057,-0.019,False,False,False
10007807,Ulster University,Northern Ireland,2016/17,Northern Ireland,0.132,0.064,False,False,False
10007807,Ulster University,Northern Ireland,2017/18,Northern Ireland,0.065,0.051,False,False,False
10007807,Ulster University,Northern Ireland,2018/19,Northern Ireland,0.09,-0.14800000000000002,False,False,False
10007807,Ulster University,Northern Ireland,2019/20,Northern Ireland,0.08800000000000001,0.084,False,False,False
10007807,Ulster University,Northern Ireland,2020/21,Northern Ireland,0.192,0.069,False,False,False
10007807,Ulster University,Northern Ireland,2021/22,Northern Ireland,0.121,-0.158,False,False,False
10007807,Ulster University,Northern Ireland,2022/23,Northern Ireland,0.103,0.044,False,False,False
10007807,Ulster University,Northern Ireland,2023/24,Northern Ireland,0.026,0.249,False,False,False
10007810,Birmingham Christian College,England,2023/24,West Midlands,0.019,-0.006999999999999999,False,False,False
10007810,Birmingham Christian College,England,2024/25,West Midlands,0.098,0.197,False,False,False
10007811,Lincoln Bishop University,England,2015/16,East Midlands,0.224,0.08900000000000001,False,False,False
10007811,Lincoln Bishop University,England,2016/17,East Midlands,0.091,0.031,False,False,False
10007811,Lincoln Bishop University,England,2017/18,East Midlands,0.078,0.0,False,False,False
10007811,Lincoln Bishop University,England,2018/19,East Midlands,0.026,-0.069,False,False,False
10007811,Lincoln Bishop University,England,2019/20,East Midlands,0.012,-0.1,False,False,False
10007811,Lincoln Bishop University,England,2020/21,East Midlands,-0.048,-0.17800000000000002,False,False,False
10007811,Lincoln Bishop University,England,2021/22,East Midlands,-0.14300000000000002,-0.233,False,True,True
10007811,Lincoln Bishop University,England,2022/23,East Midlands,-0.069,-0.132,False,False,False
10007811,Lincoln Bishop University,England,2023/24,East Midlands,-0.129,-0.154,False,False,False
10007814,Cardiff University,Wales,2015/16,Wales,0.093,0.053,False,False,False
10007814,Cardiff University,Wales,2016/17,Wales,0.08199999999999999,-0.017,False,False,False
10007814,Cardiff University,Wales,2017/18,Wales,0.055,-0.044,False,False,False
10007814,Cardiff University,Wales,2018/19,Wales,0.093,-0.198,False,False,False
10007814,Cardiff University,Wales,2019/20,Wales,0.065,0.122,False,False,False
10007814,Cardiff University,Wales,2020/21,Wales,0.139,0.052000000000000005,False,False,False
10007814,Cardiff University,Wales,2021/22,Wales,0.079,-0.14400000000000002,False,False,False
10007814,Cardiff University,Wales,2022/23,Wales,0.048,0.039,False,False,False
10007814,Cardiff University,Wales,2023/24,Wales,0.003,0.212,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2015/16,London,0.195,0.106,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2016/17,London,0.262,0.153,True,False,True
10007816,The Royal Central School of Speech and Drama,England,2017/18,London,0.121,0.079,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2018/19,London,0.105,0.041,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2019/20,London,0.051,0.005,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2020/21,London,0.138,-0.07,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2021/22,London,0.098,-0.046,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2022/23,London,0.043,0.01,False,False,False
10007816,The Royal Central School of Speech and Drama,England,2023/24,London,-0.098,-0.03,False,False,False
10007822,Cranfield University,England,2015/16,East of England,-0.054000000000000006,0.0,False,False,False
10007822,Cranfield University,England,2016/17,East of England,-0.006,0.019,False,False,False
10007822,Cranfield University,England,2017/18,East of England,0.027000000000000003,-0.062,False,False,False
10007822,Cranfield University,England,2018/19,East of England,0.051,-0.131,False,False,False
10007822,Cranfield University,England,2019/20,East of England,-0.024,0.024,False,False,False
10007822,Cranfield University,England,2020/21,East of England,0.044,-0.083,False,False,False
10007822,Cranfield University,England,2021/22,East of England,0.011,-0.219,False,False,False
10007822,Cranfield University,England,2022/23,East of England,0.055,-0.017,False,False,False
10007822,Cranfield University,England,2023/24,East of England,-0.046,0.132,False,False,False
10007823,Edge Hill University,England,2015/16,North West,0.247,0.17,False,False,False
10007823,Edge Hill University,England,2016/17,North West,0.258,0.162,True,False,True
10007823,Edge Hill University,England,2017/18,North West,0.198,0.111,False,False,False
10007823,Edge Hill University,England,2018/19,North West,0.149,0.008,False,False,False
10007823,Edge Hill University,England,2019/20,North West,0.08800000000000001,-0.009000000000000001,False,False,False
10007823,Edge Hill University,England,2020/21,North West,0.17600000000000002,0.068,False,False,False
10007823,Edge Hill University,England,2021/22,North West,0.119,-0.028,False,False,False
10007823,Edge Hill University,England,2022/23,North West,0.102,0.039,False,False,False
10007823,Edge Hill University,England,2023/24,North West,-0.002,0.029,False,False,False
10007825,Guildhall School of Music and Drama,England,2015/16,London,,-0.022,False,False,False
10007825,Guildhall School of Music and Drama,England,2016/17,London,,0.071,False,False,False
10007825,Guildhall School of Music and Drama,England,2017/18,London,,0.04,False,False,False
10007825,Guildhall School of Music and Drama,England,2018/19,London,,-0.026,False,False,False
10007825,Guildhall School of Music and Drama,England,2019/20,London,,-0.079,False,False,False
10007825,Guildhall School of Music and Drama,England,2020/21,London,,-0.042,False,False,False
10007825,Guildhall School of Music and Drama,England,2021/22,London,,-0.032,False,False,False
10007825,Guildhall School of Music and Drama,England,2022/23,London,,-0.052000000000000005,False,False,False
10007825,Guildhall School of Music and Drama,England,2023/24,London,,-0.038,False,False,False
10007832,Birmingham Newman University,England,2015/16,West Midlands,0.126,0.078,False,False,False
10007832,Birmingham Newman University,England,2016/17,West Midlands,0.112,0.068,False,False,False
10007832,Birmingham Newman University,England,2017/18,West Midlands,0.018000000000000002,0.022,False,False,False
10007832,Birmingham Newman University,England,2018/19,West Midlands,0.093,0.071,False,False,False
10007832,Birmingham Newman University,England,2019/20,West Midlands,0.063,0.018000000000000002,False,False,False
10007832,Birmingham Newman University,England,2020/21,West Midlands,0.135,0.085,False,False,False
10007832,Birmingham Newman University,England,2021/22,West Midlands,0.077,0.017,False,False,False
10007832,Birmingham Newman University,England,2022/23,West Midlands,0.033,0.008,False,False,False
10007832,Birmingham Newman University,England,2023/24,West Midlands,0.11,0.063,False,False,False
10007833,Wrexham University,Wales,2015/16,Wales,0.065,0.022,False,False,False
10007833,Wrexham University,Wales,2016/17,Wales,-0.01,0.017,False,False,False
10007833,Wrexham University,Wales,2017/18,Wales,0.075,0.012,False,False,False
10007833,Wrexham University,Wales,2018/19,Wales,0.077,-0.017,False,False,False
10007833,Wrexham University,Wales,2019/20,Wales,0.075,0.01,False,False,False
10007833,Wrexham University,Wales,2020/21,Wales,0.274,0.037000000000000005,True,False,True
10007833,Wrexham University,Wales,2021/22,Wales,0.084,-0.037000000000000005,False,False,False
10007833,Wrexham University,Wales,2022/23,Wales,0.121,-0.044,False,False,False
10007833,Wrexham University,Wales,2023/24,Wales,-0.056,0.018000000000000002,False,False,False
10007835,Royal Academy of Music,England,2015/16,London,-0.009000000000000001,0.319,False,True,True
10007835,Royal Academy of Music,England,2016/17,London,0.066,0.168,False,False,False
10007835,Royal Academy of Music,England,2017/18,London,-0.017,0.339,False,True,True
